cast,id,directors,belongs_to_collection,budget,genres,id,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,release_year,return
"[{'character': 'Margaret', 'name': 'Cher'}, {'character': 'Tony', 'name': 'Chazz Palminteri'}, {'character': 'Jack Connor', 'name': ""Ryan O'Neal""}, {'character': 'Dr. Susskind', 'name': 'Paul Mazursky'}, {'character': 'Debbie', 'name': 'Amber Smith'}, {'character': 'Maria', 'name': 'Elisa Leonetti'}, {'character': ""Maria's Boyfriend"", 'name': 'Mark Nassar'}, {'character': 'Young Man at Rolls', 'name': 'Stephen Spinella'}, {'character': 'Young Man at Rolls', 'name': 'Jeffrey Wright'}, {'character': 'Saleslady', 'name': 'Allison Janney'}]",47502,['Paul Mazursky'],,13000000.0,"Comedy, Crime, Drama",47502.0,1.296862,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Miramax Films', 'id': 14}]",1996-04-03,9789900.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Faithful,4.8,4.0,1996.0,0.7530692307692308
"[{'character': 'Marko Dren', 'name': ""Predrag 'Miki' Manojlović""}, {'character': 'Petar ""Blacky"" Popara', 'name': 'Lazar Ristovski'}, {'character': 'Natalija Zovkov', 'name': 'Mirjana Joković'}, {'character': 'Ivan Dren', 'name': 'Slavko Štimac'}, {'character': 'Franz / Actor playing Franz', 'name': 'Ernst Stötzner'}, {'character': 'Jovan Popara', 'name': 'Srđan Todorović'}, {'character': 'Vera', 'name': 'Mirjana Karanović'}, {'character': 'Jelena', 'name': 'Milena Pavlović'}, {'character': 'Grandfather', 'name': ""Danilo 'Bata' Stojković""}, {'character': 'Golub', 'name': 'Borivoje Todorović'}, {'character': 'Bata', 'name': 'Davor Dujmović'}, {'character': 'Falling Gypsy', 'name': 'Nele Karajlić'}, {'character': 'Mustafa', 'name': 'Branislav Lečić'}, {'character': 'Film Director', 'name': 'Dragan Nikolić'}, {'character': 'Janez', 'name': 'Erol Kadić'}, {'character': 'Tomislav', 'name': 'Predrag Zagorac'}, {'character': 'Dr. Strasse', 'name': 'Hark Bohm'}, {'character': 'Dr. Mirkovic', 'name': 'Petar Kralj'}, {'character': 'Captain', 'name': 'Branko Cvejić'}, {'character': 'Police Inspector', 'name': 'Josif Tatić'}, {'character': 'Fat Lady', 'name': 'Zdena Hurtocakova'}, {'character': 'Girl from the Tunnel', 'name': 'Albena Stavreva'}, {'character': 'Script', 'name': 'Tanja Kecman'}, {'character': 'Woman Prompter', 'name': 'Елизабета Ђорђевска'}, {'character': 'Officer', 'name': 'Peter Mountain'}, {'character': 'Investigator', 'name': 'Mirsad Tuka'}, {'character': 'Investigator', 'name': 'Batica Nikalic'}, {'character': 'Lady in the Theatre Box', 'name': 'Desa Biogradlija'}, {'character': 'Partisan', 'name': 'Zoran Miljković'}, {'character': 'Partisan', 'name': 'Rick Dano'}, {'character': 'Commando', 'name': 'Radovan Marković'}, {'character': 'Prostitute', 'name': 'Ljiljana Jovanović'}, {'character': ""Mustafa's Girl"", 'name': 'Anja Popović'}]",11902,['Emir Kusturica'],,14000000.0,"War, Drama, Comedy",11902.0,14.587894,"[{'name': 'Komuna', 'id': 653}, {'name': 'Barrandov Studios', 'id': 6242}]",1995-04-11,0.0,170.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,Underground,7.5,143.0,1995.0,0.0
"[{'character': 'Stig', 'name': 'Johan Widerberg'}, {'character': 'Viola', 'name': 'Marika Lagercrantz'}, {'character': 'Kjell', 'name': 'Tomas von Brömssen'}, {'character': 'Lisbet', 'name': 'Karin Huldt'}, {'character': ""Stig's Mother"", 'name': 'Nina Gunke'}, {'character': 'Sigge', 'name': 'Björn Kjellman'}, {'character': ""Stig's Father"", 'name': 'Kenneth Milldoff'}, {'character': 'Olga', 'name': 'Frida Lindholm'}, {'character': 'Biografmaskinisten', 'name': 'Sigge Cederlund'}]",27098,['Bo Widerberg'],,0.0,"War, Drama, Romance",27098.0,3.582047,"[{'name': 'Per Holst Filmproduktion', 'id': 17666}]",1995-03-08,0.0,130.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,All Things Fair,6.1,23.0,1995.0,0.0
"[{'character': 'Alex Cardo', 'name': 'Daniel Bernhardt'}, {'character': 'David Leung', 'name': 'Pat Morita'}, {'character': ""Ray 'Tiny' Jackson"", 'name': 'Donald Gibb'}, {'character': 'Sun', 'name': 'James Hong'}, {'character': 'Janine Elson', 'name': 'Lori Lynn Dickerson'}, {'character': 'John', 'name': 'Philip Tan'}, {'character': 'Demon', 'name': 'Ong Soo Han'}]",25087,['Alan Mehrez'],Bloodsport Collection,0.0,"Action, Thriller",25087.0,3.085207,"[{'name': 'FM Entertainment International N.V.', 'id': 10354}]",1996-03-01,684351.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Bloodsport II,5.2,23.0,1996.0,0.0
"[{'character': 'Harihar Ray', 'name': 'Kanu Bannerjee'}, {'character': 'Sarbojaya Ray', 'name': 'Karuna Bannerjee'}, {'character': 'Indir Thakrun', 'name': 'Chunibala Devi'}, {'character': 'Durga', 'name': 'Uma Das Gupta'}, {'character': 'Apu', 'name': 'Subir Banerjee'}, {'character': 'Little Durga', 'name': 'Runki Banerjee'}, {'character': 'Seja Thakrun', 'name': 'Reba Devi'}, {'character': ""Nilmoni's wife"", 'name': 'Aparna Devi'}, {'character': 'Prasanna, school teacher', 'name': 'Tulsi Chakraborty'}, {'character': 'Chinibas, Sweet-seller', 'name': 'Haren Banerjee'}, {'character': '', 'name': 'Rampada Das'}, {'character': 'Dasi Thakurun', 'name': 'Nibhanani Devi'}, {'character': 'Ranu Mookerjee', 'name': 'Rama Gangopadhaya'}, {'character': 'Roma', 'name': 'Roma Ganguli'}, {'character': 'Baidyanath Majumdar', 'name': 'Binoy Mukherjee'}, {'character': '', 'name': 'Haridhan Nag'}, {'character': 'Doctor', 'name': 'Harimohan Nag'}, {'character': 'Priest', 'name': 'Kshirod Roy'}, {'character': '', 'name': 'Suren Roy'}]",5801,['Satyajit Ray'],The Apu Collection,0.0,Drama,5801.0,3.900709,"[{'name': 'Government of West Bengal', 'id': 1984}]",1955-08-26,536364.0,125.0,"[{'iso_639_1': 'bn', 'name': 'বাংলা'}]",Released,Pather Panchali,7.9,63.0,1955.0,0.0
"[{'character': 'Apurba Roy', 'name': 'Soumitra Chatterjee'}, {'character': 'Aparna', 'name': 'Sharmila Tagore'}, {'character': 'Kajal', 'name': 'Alok Chakravarty'}, {'character': 'Pulu', 'name': 'Swapan Mukherjee'}, {'character': 'Shashinarayan', 'name': 'Dhiresh Majumdar'}, {'character': ""Shashinarayan's wife"", 'name': 'Sefalika Devi'}, {'character': 'Landlord', 'name': 'Dhiren Ghosh'}]",896,['Satyajit Ray'],The Apu Collection,0.0,Drama,896.0,2.381806,"[{'name': 'Satyajit Ray Productions', 'id': 26424}]",1959-05-01,16000.0,117.0,"[{'iso_639_1': 'bn', 'name': 'বাংলা'}]",Released,The World of Apu,8.2,40.0,1959.0,0.0
"[{'character': 'Mike Nelson', 'name': 'Michael J. Nelson'}, {'character': 'Dr. Clayton Forrester / Crow T. Robot', 'name': 'Trace Beaulieu'}, {'character': 'Gypsy', 'name': 'Jim Mallon'}, {'character': 'Tom Servo', 'name': 'Kevin Murphy'}, {'character': 'Benkitnorf', 'name': 'John Brady'}]",3065,['Jim Mallon'],,0.0,"Comedy, Science Fiction",3065.0,2.985163,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Gramercy Pictures', 'id': 37}, {'name': 'Best Brains', 'id': 1310}]",1996-04-19,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mystery Science Theater 3000: The Movie,7.0,71.0,1996.0,0.0
[],318177,,,0.0,,318177.0,0.001662,[],1996-03-15,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Tarantella,0.0,0.0,1996.0,0.0
"[{'character': 'Himself', 'name': 'Michael Jordan'}, {'character': 'Stan Podolak', 'name': 'Wayne Knight'}, {'character': 'Bugs Bunny/Elmer Fudd (voice)', 'name': 'Billy West'}, {'character': 'Daffy Duck/Tazmanian Devil/Bull (voice)', 'name': 'Dee Bradley Baker'}, {'character': 'Juanita Jordan', 'name': 'Theresa Randle'}, {'character': 'Mr. Swackhammer (voice)', 'name': 'Danny DeVito'}, {'character': 'Michael Jordan (at 10)', 'name': 'Brandon Hammond'}, {'character': 'Himself', 'name': 'Larry Bird'}, {'character': 'Himself', 'name': 'Bill Murray'}, {'character': 'Himself', 'name': 'Charles Barkley'}, {'character': 'Himself', 'name': 'Patrick Ewing'}, {'character': 'Himself', 'name': 'Tyrone Bogues'}, {'character': 'Himself', 'name': 'Larry Johnson'}, {'character': 'Himself', 'name': 'Shawn Bradley'}, {'character': 'Himself', 'name': 'Ahmad Rashad'}, {'character': 'Himself', 'name': 'Del Harris'}, {'character': 'Himself', 'name': 'Vlade Divac'}, {'character': 'Himself', 'name': 'Cedric Ceballos'}, {'character': 'Himself', 'name': 'Jim Rome'}, {'character': 'Himself', 'name': 'Paul Westphal'}, {'character': 'Himself', 'name': 'Danny Ainge'}, {'character': 'Himself', 'name': 'Alonzo Mourning'}, {'character': 'Himself', 'name': 'A.C. Green'}, {'character': 'Himself', 'name': 'Charles Oakley'}, {'character': 'Himself', 'name': 'Derek Harper'}, {'character': 'Himself', 'name': 'Jeff Malone'}, {'character': 'Himself', 'name': 'Anthony Miller'}, {'character': 'Himself', 'name': 'Sharone Wright'}]",2300,['Joe Pytka'],,80000000.0,"Animation, Comedy, Drama, Family, Fantasy",2300.0,11.054251,"[{'name': 'Warner Bros. Family Entertainment', 'id': 3592}, {'name': 'Northern Lights Entertainment', 'id': 8816}, {'name': 'Courtside Seats Productions', 'id': 55527}]",1996-11-15,250200000.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Space Jam,6.5,1335.0,1996.0,3.1275
"[{'character': 'Barbarella', 'name': 'Jane Fonda'}, {'character': 'Pygar', 'name': 'John Phillip Law'}, {'character': 'The Great Tyrant', 'name': 'Anita Pallenberg'}, {'character': 'Professor Ping', 'name': 'Marcel Marceau'}, {'character': 'President of Earth', 'name': 'Claude Dauphin'}, {'character': 'Concierge / Durand-Durand', 'name': ""Milo O'Shea""}, {'character': 'Captain Moon', 'name': 'Véronique Vendell'}, {'character': 'Captain Sun', 'name': 'Serge Marquand'}, {'character': 'Stomoxys', 'name': 'Catherine Chevallier'}, {'character': 'Glossina', 'name': 'Marie Therese Chevallier'}, {'character': 'Dildano', 'name': 'David Hemmings'}, {'character': 'Mark Hand', 'name': 'Ugo Tognazzi'}, {'character': 'Jean-Paul', 'name': 'Giancarlo Cobelli'}, {'character': 'La femme arbre', 'name': 'Fabienne Fabre'}, {'character': '', 'name': 'Corinne Fontaine'}, {'character': '', 'name': 'Nino Musco'}, {'character': '', 'name': 'Umberto Di Grazia'}, {'character': '', 'name': 'Franco Gulà'}, {'character': '', 'name': 'Jean Saudray'}, {'character': '', 'name': 'Romolo Valli'}, {'character': 'Professor Ping (voice)', 'name': 'Robert Rietty'}, {'character': 'Girl in Sogo (uncredited)', 'name': 'Kitty Swan'}, {'character': 'Tall Man at Party (uncredited)', 'name': 'Fabio Testi'}, {'character': 'Pipe-Smoking Girl (uncredited)', 'name': 'Talitha Pol'}, {'character': 'Jean-Paul (uncredited)', 'name': 'Antonio Sabàto'}, {'character': 'Bald Handmaiden at Sogovian Court (uncredited)', 'name': 'Honey Autumn'}, {'character': '(uncredited)', 'name': 'Diane Bond'}, {'character': '(uncredited)', 'name': 'Silvana Venturelli'}, {'character': '(uncredited)', 'name': 'Carla Cassola'}, {'character': 'The Great Tyrant (voice) (uncredited)', 'name': 'Joan Greenwood'}, {'character': 'Suicide Girl (uncredited)', 'name': 'María Teresa Orsini'}]",8069,['Roger Vadim'],,9000000.0,Science Fiction,8069.0,14.304205,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Dino de Laurentiis Cinematografica', 'id': 1216}, {'name': 'Marianne Productions', 'id': 1497}]",1968-10-10,2500000.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Barbarella,5.7,149.0,1968.0,0.2777777777777778
"[{'character': 'Nora', 'name': 'Tia Carrere'}, {'character': 'Capt. Dalton', 'name': 'Rigg Kennedy'}, {'character': 'Caroline', 'name': 'Lisa Dean Ryan'}, {'character': 'Maureen', 'name': 'Tricia Leigh Fisher'}, {'character': 'Juan Delgado', 'name': 'Carlos Gómez'}]",288173,['Catherine Cyran'],,0.0,"Thriller, Action, Drama",288173.0,0.062388,"[{'name': 'Libra Pictures', 'id': 4106}]",1995-01-01,0.0,90.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Hostile Intentions,8.0,1.0,1995.0,0.0
"[{'character': 'Melody Duncan', 'name': 'Donna Frotscher'}, {'character': 'Director Mel Duncan', 'name': 'Nick Baldasare'}, {'character': 'Tammy', 'name': 'Christina Veronica'}, {'character': 'Larry', 'name': 'Charlie Barnett'}, {'character': 'Darryl', 'name': 'Ron Jeremy'}, {'character': 'Sam Nicholhoff', 'name': 'George Mazzone'}, {'character': 'Rev. Rex Stoner', 'name': 'Alex Pirnie'}, {'character': 'Katie', 'name': 'Susie Owens'}, {'character': 'Model', 'name': 'Blake Pickett'}]",187851,['Brett Piper'],,0.0,"Comedy, Horror, Science Fiction",187851.0,0.466991,[],1996-01-01,0.0,98.0,[],Released,They Bite,5.5,1.0,1996.0,0.0
"[{'character': 'Karl Childers', 'name': 'Billy Bob Thornton'}, {'character': 'Teresa Tatum', 'name': 'Molly Ringwald'}, {'character': 'Charles Bushman', 'name': 'J.T. Walsh'}]",27768,['George Hickenlooper'],,0.0,"Drama, Thriller",27768.0,0.459376,[],1994-03-26,0.0,25.0,[],Released,Some Folks Call It a Sling Blade,7.5,8.0,1994.0,0.0
"[{'character': ""Danny's Father"", 'name': 'Albert Finney'}, {'character': 'Danny', 'name': 'Matt Keeslar'}, {'character': 'Annagh', 'name': 'Victoria Smurfit'}, {'character': 'Prunty', 'name': 'Anthony Brophy'}, {'character': 'Father Gaynor', 'name': 'David Kelly'}, {'character': ""Danny's Mother"", 'name': 'Dearbhla Molloy'}]",221917,['Peter Yates'],,0.0,"Drama, Romance",221917.0,0.117662,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': '129 Productions', 'id': 16832}]",1995-09-22,0.0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Run of the Country,8.0,2.0,1995.0,0.0
"[{'character': 'Lemmy Caution', 'name': 'Eddie Constantine'}, {'character': 'Natacha Von Braun', 'name': 'Anna Karina'}, {'character': 'Henri Dickson', 'name': 'Akim Tamiroff'}, {'character': 'Prof. Leonard Nosferatu aka von Braun', 'name': 'Howard Vernon'}, {'character': '1st Seductress Third Class', 'name': 'Christa Lang'}, {'character': '2nd Seductress Third Class', 'name': 'Valérie Boisgel'}, {'character': 'Professor Jeckell', 'name': 'Jean-Louis Comolli'}, {'character': 'Chief Engineer', 'name': 'László Szabó'}, {'character': 'Breakfast waiter', 'name': 'Jean-Pierre Léaud'}, {'character': ""von Braun's Assistant"", 'name': 'Michel Delahaye'}]",8072,['Jean-Luc Godard'],Lemmy Caution Collection,220000.0,"Drama, Science Fiction, Mystery",8072.0,4.658149,"[{'name': 'Filmstudio', 'id': 46654}, {'name': 'Athos Films', 'id': 54659}, {'name': 'Chaumiane', 'id': 63558}]",1965-05-05,0.0,100.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,Alphaville,6.8,100.0,1965.0,0.0
"[{'character': 'Lucien Cordier', 'name': 'Philippe Noiret'}, {'character': 'Rose Mercaillou', 'name': 'Isabelle Huppert'}, {'character': 'Le Peron', 'name': 'Jean-Pierre Marielle'}, {'character': 'Huguette Cordier', 'name': 'Stéphane Audran'}, {'character': 'Nono', 'name': 'Eddy Mitchell'}, {'character': 'Marcel Chavasson', 'name': 'Guy Marchand'}, {'character': ""Anne, l'institutrice"", 'name': 'Irène Skobline'}, {'character': 'Vanderbrouck', 'name': 'Michel Beaune'}, {'character': 'Le curé', 'name': 'Jean Champion'}, {'character': 'Marcaillou', 'name': 'Victor Garrivier'}, {'character': 'Leonelli', 'name': 'Gérard Hernandez'}, {'character': 'Fête Nat', 'name': 'Abdoulaye Diop'}, {'character': 'Paulo', 'name': 'Daniel Langlet'}, {'character': 'Le colonel Tramichel', 'name': 'François Perrot'}, {'character': 'Vendredi', 'name': 'Samba Mané'}, {'character': ""L'aveugle"", 'name': 'Raymond Hermantier'}, {'character': ""L'interprète au cinéma"", 'name': 'Mamadou Dioumé'}, {'character': 'La femme au cimetière', 'name': 'Irénée Martin'}, {'character': 'Le soldat mexicain (dans le film publicitaire ""Galeries Barbès"")', 'name': 'Max Ernst'}, {'character': 'Le condamné à mort (dans le film publicitaire ""Galeries Barbès"")', 'name': 'Paul Grimault'}]",35797,['Bertrand Tavernier'],,0.0,Drama,35797.0,2.272213,"[{'name': 'Films A2', 'id': 875}, {'name': 'Les Films de la Tour', 'id': 900}, {'name': 'Little Bear', 'id': 16772}]",1981-11-04,0.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Coup de Torchon,6.8,21.0,1981.0,0.0
"[{'character': '', 'name': 'Jim Jarmusch'}, {'character': '', 'name': 'Samuel Fuller'}]",88030,['Mika Kaurismäki'],,0.0,"Documentary, Foreign",88030.0,0.18343,[],1994-01-01,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,Tigrero: A Film That Was Never Made,7.5,4.0,1994.0,0.0
[],185191,['Claude Chabrol'],,0.0,,185191.0,0.004117,[],1993-05-20,0.0,110.0,[],Released,The Eye of Vichy,0.0,0.0,1993.0,0.0
"[{'character': 'Emily Hollander', 'name': 'Talia Shire'}, {'character': 'Andrea Glassen', 'name': 'Elizabeth Ashley'}, {'character': 'Bob Luffrono', 'name': 'Joe Cortese'}, {'character': 'Ida Marx', 'name': 'Kay Medford'}, {'character': 'Sam Marx', 'name': 'Michael Gorrin'}, {'character': 'Steven Hollander', 'name': 'Russell Horton'}, {'character': 'Dr. Marin', 'name': 'Michael Lipton'}, {'character': 'Obecny', 'name': 'Rick Petrucelli'}, {'character': 'Detective Swid', 'name': 'Ron Ryan'}, {'character': 'Police Woman', 'name': 'Linda Gillen'}, {'character': 'Nick', 'name': 'Tony DiBenedetto'}]",83857,['Gordon Willis'],,0.0,"Horror, Drama, Thriller",83857.0,0.400023,"[{'name': 'Mike Lobell Productions', 'id': 52599}]",1980-01-18,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Windows,5.8,9.0,1980.0,0.0
"[{'character': 'Nick Stark', 'name': 'Eric Roberts'}, {'character': 'Brandon Theis', 'name': 'Gregory Harrison'}, {'character': 'Amalia Stark', 'name': 'Lee Grant'}, {'character': 'Lina Bingham', 'name': 'Olivia Newton-John'}, {'character': 'Charlene Lee', 'name': 'Margaret Cho'}, {'character': 'Fanny Kondos', 'name': 'Dimitra Arliss'}, {'character': 'Paul Stark', 'name': 'George Segal'}, {'character': 'Rodney Bingham', 'name': 'Bruce Davison'}, {'character': 'Daphne Stark', 'name': 'Marlee Matlin'}, {'character': 'Monty Tipton', 'name': 'Bronson Pinchot'}, {'character': 'Damian Knowles', 'name': 'Roddy McDowall'}, {'character': 'Jack Allen', 'name': 'Christopher Atkins'}, {'character': 'Sara Hart', 'name': 'Sally Kellerman'}, {'character': ""Brandon's mother"", 'name': 'Nina Foch'}, {'character': 'Dan Zuma', 'name': 'Greg Louganis'}, {'character': 'Andrew Bingham', 'name': 'Devon Gummersall'}, {'character': 'Zack Phillips', 'name': 'Steve Antin'}, {'character': 'Party Guest', 'name': 'Cassandra Peterson'}]",33245,['Randal Kleiser'],,0.0,Drama,33245.0,2.791667,"[{'name': 'Opala Productions', 'id': 5270}]",1996-03-22,0.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,It's My Party,6.2,9.0,1996.0,0.0
"[{'character': 'Deborah Voysey', 'name': 'Greta Scacchi'}, {'character': 'Sally Voysey', 'name': 'Kerry Fox'}, {'character': 'Dr. Max Askey', 'name': 'Sam Neill'}, {'character': '', 'name': 'John Hargreaves'}]",124460,['Michael Blakemore'],,0.0,"Drama, Romance",124460.0,0.487357,[],1994-10-27,0.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Country Life,8.0,1.0,1994.0,0.0
"[{'character': 'Capt. Sam Cahill', 'name': 'Danny Glover'}, {'character': 'Capt. T.C. Doyle', 'name': 'Ray Liotta'}, {'character': 'Lt. David Poole', 'name': 'Denis Leary'}, {'character': 'Sp4 Harvey (H.A.) Ashford', 'name': 'Doug E. Doug'}, {'character': 'Sp5 Lawrence Farley', 'name': 'Corin Nemec'}, {'character': 'Linh', 'name': 'Dinh Thien Le'}, {'character': 'Goddard', 'name': 'Tchéky Karyo'}, {'character': 'Colonel Nguyen', 'name': 'Hoang Ly'}, {'character': 'Lt. Quang, NVA', 'name': 'Vo Trung Anh'}, {'character': 'Colonel Pederson', 'name': 'Marshall Bell'}, {'character': ""Y B'ham"", 'name': 'James Hong'}, {'character': 'Jhon', 'name': 'Long Nguyen'}, {'character': 'C-123 Pilot', 'name': 'Tim Kelleher'}, {'character': 'C-123 Co-Pilot', 'name': 'Scott N. Stevens'}, {'character': 'Irish, Huey Pilot #1', 'name': 'Kevin LaRosa'}, {'character': 'Cowboy, Huey Co-Pilot', 'name': 'Christopher Ward'}, {'character': 'Huey Gunner #1', 'name': 'Robert Kevin Miller'}]",27281,['Simon Wincer'],,0.0,"Action, Adventure, Comedy, Family",27281.0,4.357971,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Interscope Communications', 'id': 10201}]",1995-07-28,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,Operation Dumbo Drop,4.7,37.0,1995.0,0.0
"[{'character': 'Sophie II', 'name': 'Corinna Harfouch'}, {'character': 'Sophie I', 'name': 'Meret Becker'}, {'character': 'Konrad', 'name': 'August Zirner'}, {'character': 'Barbara', 'name': 'Eva Mattes'}, {'character': 'Müller', 'name': 'Hark Bohm'}, {'character': 'Professor Lorenz', 'name': 'Otto Sander'}, {'character': 'Elisabeth', 'name': 'Ulrike Krumbiegel'}, {'character': 'Harald I', 'name': 'Pierre Besson'}, {'character': 'Sophies Tante', 'name': 'Tina Engel'}]",105045,['Margarethe von Trotta'],,0.0,"Drama, Romance",105045.0,0.122178,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Centre National de la Cinématographie', 'id': 310}, {'name': 'Odessa Films', 'id': 1712}, {'name': 'Canal+', 'id': 5358}, {'name': 'Bioskop Film', 'id': 5982}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}]",1995-02-16,0.0,115.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,The Promise,5.0,1.0,1995.0,0.0
"[{'character': 'Grace Winterbourne', 'name': 'Shirley MacLaine'}, {'character': 'Connie Doyle/""Patricia Winterbourne""', 'name': 'Ricki Lake'}, {'character': 'Bill/Hugh Winterbourne', 'name': 'Brendan Fraser'}, {'character': 'Christine', 'name': 'Jane Krakowski'}, {'character': 'Steve DeCunzo', 'name': 'Loren Dean'}, {'character': 'Paco', 'name': 'Miguel Sandoval'}, {'character': 'Patricia Winterbourne', 'name': 'Susan Haskell'}, {'character': 'Lieutenant Ambrose', 'name': 'Debra Monk'}, {'character': 'Renee', 'name': 'Cathryn de Prume'}, {'character': 'Father Brian Kilraine', 'name': 'Peter Gerety'}, {'character': 'Sophie', 'name': 'Kate Hennig'}, {'character': 'Dr. Hopley', 'name': 'Victor A. Young'}]",40001,['Richard Benjamin'],,25000000.0,"Comedy, Romance, Drama",40001.0,9.1861,"[{'name': 'TriStar Pictures', 'id': 559}]",1996-04-19,10070000.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mrs. Winterbourne,5.5,26.0,1996.0,0.4028
"[{'character': 'Solo', 'name': 'Mario Van Peebles'}, {'character': 'General Clyde Haynes', 'name': 'Barry Corbin'}, {'character': 'Colonel Frank Madden / Improved Solo', 'name': 'William Sadler'}, {'character': 'Sgt. Lorenzo the Tracker', 'name': 'Jaime Osorio Gómez'}, {'character': 'Rio', 'name': 'Demián Bichir'}, {'character': 'Agela', 'name': 'Seidy López'}, {'character': 'Miguel the Kid', 'name': 'Abraham Verduzco'}, {'character': 'Vasquez', 'name': 'Joaquín Garrido'}, {'character': ""Dr. Bill Stewart, Solo's Designer"", 'name': 'Adrien Brody'}, {'character': 'Communications Officer', 'name': 'Brent Schaeffer'}, {'character': 'Helmsman', 'name': 'Lucas Dudley'}, {'character': 'Flight Deck Officer', 'name': 'Christopher Michael'}, {'character': 'Justos', 'name': 'Rafael Velasco'}, {'character': 'Lazaro', 'name': 'Abel Woolrich'}, {'character': 'Father Cerna', 'name': 'Farnesio de Bernal'}, {'character': 'Abeulita', 'name': 'Socorro Avelar'}, {'character': 'Elder #1', 'name': 'Álvaro Carcaño'}, {'character': 'Elder #2', 'name': 'Carlos Quintero'}, {'character': 'Bayne', 'name': 'William Ungerman'}, {'character': 'Scanion', 'name': 'Greg Collins'}, {'character': 'Locke', 'name': 'Randy Reyes'}, {'character': 'Pierson', 'name': 'Sid Belk'}, {'character': 'Hawkins', 'name': 'Kevin Cole'}, {'character': 'Stone', 'name': 'Charlie Tuitavuki'}, {'character': 'Rebel Soldier', 'name': 'Norberto Barba'}, {'character': 'Lab Tech', 'name': 'John Flock'}, {'character': 'Rebel in Church', 'name': 'Julian Bucio'}, {'character': ""Thompson, Madden's Chopper Pilot"", 'name': 'William Wallace'}]",29621,['Norberto Barba'],,0.0,"Action, Adventure, Science Fiction, Thriller",29621.0,1.899069,"[{'name': 'Van Peebles Films', 'id': 8331}, {'name': 'Triumph Films', 'id': 23098}, {'name': 'Orpheus Films', 'id': 38955}]",1996-10-23,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Solo,3.9,18.0,1996.0,0.0
[],117730,['Eli Cohen'],,0.0,"Drama, Foreign",117730.0,0.71066,[],1994-01-01,0.0,0.0,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,Under The Domim Tree,6.5,2.0,1994.0,0.0
